,YEAR,SOCIETY,1L_MS,2L_MS,3L_MS,NO_MS,LINE
1,1884,GEG,HM,HL,,1," Dr. A. Ahlquist, Professor der finnischen Sprachen in Helsingfors. 
"
2,1884,GEG,HM,HL,,2," Nikolai Freiherr v. Boguschewski in Pskow. 
"
3,1884,GEG,HM,HL,,3,"Woldemar Graf von dem Broel-Plater aus Dombrowitza in Wolhynien. . 
"
4,1884,GEG,HM,HL,,4," TheodorBaron Bühler, Geheimrath, Director des Haupt-Staatsarchivs des Ministe-rinms der auswärtigen Angelegenheiten in Moskau. 
"
5,1884,GEG,HM,HL,,5," Carl Cröger, em. Lehrer der Schmidtschen Anstalt in Fellin. 
"
6,1884,GEG,HM,HL,,6," Dr. C. Grewingk, Professor der Mineralogie in Dorpat. 
"
7,1884,GEG,HM,HL,,7," A. Kapust in, Geheimrath, Curator des Dörptschen Lehrbezirks. -
"
8,1884,GEG,HM,HL,,8," Dr. P. I. Karell, Leibarzt und Geheimrath in St. Petersburg. 
"
9,1884,GEG,HM,HL,,9," Dr. Alexander Graf Keyserling, Hof-melfter auf Raiküll in Estland. 
"
10,1884,GEG,HM,HL,,10," E. Kunik, Akademiker in St. Petersburg. 
"
11,1884,GEG,HM,HL,,11," Georg Alexander, Herzog zu Mecklen-burg-Strelitz in St. Petersburg. 
"
12,1884,GEG,HM,HL,,12," A. A. Ssaburow, Staatssecretär und Se-nator in St. Petersburg. 
"
13,1884,GEG,HM,HL,,13," Alex. Baron Stackelberg, Senator. 
"
14,1884,GEG,HM,HL,,14," W. v. Stryk, Landrath in Dorpat. 
"
15,1884,GEG,HM,HL,,15," Iwan Graf Tolstoi in St. Petersburg. 
"
16,1884,GEG,HM,HL,,16," F. S. Wiedemann, Geheimrath, Akademi-ker in St. Petersburg. 
"
17,1884,GEG,HM,AB,,17," Prinz Louis Lucian Bon aparte, K. H., in London. 
"
18,1884,GEG,HM,AB,,18," Dr. F. G. von Bunge, Wirkl. Staatsrath in Wiesbaden. 
"
19,1884,GEG,HM,AB,,19," Dr. Paul Hunsalvy, Akademiker in Bu-dapest. 
"
20,1884,GEG,HM,AB,,20," Dr. 81. F. Pott, Professor der allgemeinen Wissenschast in Halle. 
"
21,1884,GEG,HM,AB,,21," Dr, W. Schott, Professor der philosophi-schen Facultät in Berlin. 
"
