,YEAR,SOCIETY,1L_MS,2L_MS,3L_MS,NO_MS,LINE
1,1879,GEG,HM,HL,,1," vr. A. Ahlquist, Professor der sinnischen Sprache in Helsingfors. 
"
2,1879,GEG,HM,HL,,2," Nicolai Freiherr vonBoguschewski in Pskow. 
"
3,1879,GEG,HM,HL,,3,"  Woldemar Graf  von dem Broel-Plater  auf Dombrowitza im Gouv. Wolhynien. 
"
4,1879,GEG,HM,HL,,4,"  Theodor BaronBühler ,  Geheimrath,Director  des Haupt • Staatsarchivs des Ministerium der auswärtigen Angelegenheiten in Moskau. 
"
5,1879,GEG,HM,HL,,5," Carl  Cröger,  em. Lehrer  der  Schmidt 'schen Ansialt in Fellin. 
"
6,1879,GEG,HM,HL,,6," Dr. C. Grewingk, Professor der Mineralogie in Dorpat. 
"
7,1879,GEG,HM,HL,,7," Dr. P. I. Karell, Leibarzt und Geheimrath in St. Petersburg. 
"
8,1879,GEG,HM,HL,,8," Dr. Alexander Graf Keyserling, Hofmeister aus Naiküll in Estland. 
"
9,1879,GEG,HM,HL,,9,"  E.  Kunik,  Akademiker in  St .  Petersburg.  
"
10,1879,GEG,HM,HL,,10," Dr. Fr. A. Kreutzwald, in Dorpat. 
"
11,1879,GEG,HM,HL,,11," Dr. E. Lönnrot, Professor in Helsingfors. 
"
12,1879,GEG,HM,HL,,12," A.A. Ssaburosf, Geheimrath, Curator des Dörptfchen Lehrbezirks. 
"
13,1879,GEG,HM,HL,,13," W. v. Stryk, Landrath, auf Brinkenhof. 
"
14,1879,GEG,HM,HL,,14," F. I. Wiedemann, Geheimrath, Akademiker in St. Petersburg. 
"
15,1879,GEG,HM,AB,,15," Prinz Louis Lucian Bonaparte, K. H., in London. 
"
16,1879,GEG,HM,AB,,16," Dr. Fr. G. von Bunge, Wirkt. Staatsrathin Gotha. 
"
17,1879,GEG,HM,AB,,17," Dr. C. A. Herrmann, Professor der Geschichte in Marburg. 
"
18,1879,GEG,HM,AB,,18," Dr. Paul Hunfalvy. Akademiker in Pest. 
"
19,1879,GEG,HM,AB,,19," Dr. A. F. Pott, Professor der allgemeinen Sprach-Wissenschaft in Halle. 
"
20,1879,GEG,HM,AB,,20," Dr. W. Schott, Professor der philosophischen Facultät in Berlin. 
"
21,1879,GEG,HM,AB,,21," Dr. C. Schirren, Professor der Geschichte in Kiel. 
"
22,1879,GEG,HM,AB,,22," Dr. E. A. Winkelmann, Professor der Ge-schichte in Heidelberg. 
"
23,1879,GEG,OM,HL,IN,1," Mag. Paul Alexejew, Professor der Theologie für die Stud. orthod.-griech Confession, Protohierei. 
"
24,1879,GEG,OM,HL,IN,2,"  Erwin Bauer,  Stud.  h is t .  
"
25,1879,GEG,OM,HL,IN,3,"  Kar l  Beckmann, Stud.  pharmac.  
"
26,1879,GEG,OM,HL,IN,4,"  Chr is toph Berei ts ,  Stud.  jur .  
"
27,1879,GEG,OM,HL,IN,5,"  Rob.  von Behagel-Adlerskron,  Accise-Beamter. 
"
28,1879,GEG,OM,HL,IN,6,"  H.  Bernewitz,  Stud.  h is t .  
"
29,1879,GEG,OM,HL,IN,7," Dr. Alexander Brückner, Professor der Ge­schichte Rußlands. 
"
30,1879,GEG,OM,HL,IN,8," G.  Blumberg,  Gymnasia l lehrer .  
"
31,1879,GEG,OM,HL,IN,9," Dr. B. Brunner, Professor der Technologie und Landwirthschaft. 
"
32,1879,GEG,OM,HL,IN,10," Arendt Buchholtz, Stud. philol. 
"
33,1879,GEG,OM,HL,IN,11," Ferd. Buschmann, Stud. theol. 
"
34,1879,GEG,OM,HL,IN,12," Alex. v. Cossart. 
"
35,1879,GEG,OM,HL,IN,13," C. Czapsky, Stud. p. oec. 
"
36,1879,GEG,OM,HL,IN,14," Dr. Th. Clausen, Prof. emer. der Astronomie. 
"
37,1879,GEG,OM,HL,IN,15," A. von Dehn, Kreisrichter. 
"
38,1879,GEG,OM,HL,IN,16," Dr.G. Dragendorfs, Professor der Pharmacie. 
"
39,1879,GEG,OM,HL,IN,17," Dr. I, Engelmann, Professor deS russ. Rechts. 
"
40,1879,GEG,OM,HL,IN,18," Dr. M. v. Engelhardt, Professor der histori-scheu Theologie. 
"
41,1879,GEG,OM,HL,IN,19," Alexander Enmann, Stud. hist. 
"
42,1879,GEG,OM,HL,IN,20," W. Eisenschmidt, Pastor an der St. Petri-Gemeinde. 
"
43,1879,GEG,OM,HL,IN,21," Emil Frehse, Geschäftsführer der Schnaken-burgschen Druckerei. 
"
44,1879,GEG,OM,HL,IN,22," Adolf Grenzstein, Seminarlehrer. 
"
45,1879,GEG,OM,HL,IN,23," H. E. Hartmann. 
"
46,1879,GEG,OM,HL,IN,24," Arnold Hasselblatt, Cand. hist. 
"
47,1879,GEG,OM,HL,IN,25," Mag. R. Hau smann, Professor der Geschichte. 
"
48,1879,GEG,OM,HL,IN,26," Bernhard Hollander, Stud. hist. 
"
49,1879,GEG,OM,HL,IN,27," Joh. Heinrich Hollander, Stud. jur. 
"
50,1879,GEG,OM,HL,IN,28," Woldemar Höppener, Stud. jur. 
"
51,1879,GEG,OM,HL,IN,29," Fr. Hollmann, Seminar-Director. 
"
52,1879,GEG,OM,HL,IN,30," I. W. Jansen, Redacteur. 
"
53,1879,GEG,OM,HL,IN,31," Harry Jansen. 
"
54,1879,GEG,OM,HL,IN,.32," E. F. Janter, bim. Pastor. 
"
55,1879,GEG,OM,HL,IN,33," Michail Jürrnann, Stud. theol. 
"
56,1879,GEG,OM,HL,IN,34," Wilhelm Just, Buchhänbler und Antiquar. 
"
57,1879,GEG,OM,HL,IN,35," Friebr. Keu ssler, Stud. hist. 
"
58,1879,GEG,OM,HL,IN,36," Benj. Kordt, Stud. jur. 
"
59,1879,GEG,OM,HL,IN,37," K. Kling e, Mag., Gehülfe des Direktors im Botanischen Garten. 
"
60,1879,GEG,OM,HL,IN,38," Rud. Knüpffer, Stud. 
"
61,1879,GEG,OM,HL,IN,39," C. Körber, dim. Pastor. 
"
62,1879,GEG,OM,HL,IN,40," Ed. Ko ss ak, Stud. hist. 
"
63,1879,GEG,OM,HL,IN,41," Johann Kreßmann, Stud. pharm. 
"
64,1879,GEG,OM,HL,IN,42," A. Kurrik, Lehrer. 
"
65,1879,GEG,OM,HL,IN,43," H. Laak mann, Buchdrucker und Verleger. 
"
66,1879,GEG,OM,HL,IN,44," Dr. M. Lingen, Oberlehrer. 
"
67,1879,GEG,OM,HL,IN,45," Martin Lipp, Stud. theol. 
"
68,1879,GEG,OM,HL,IN,46," Cand. I. G. Ludw igs, Coll.-Assessor. 
"
69,1879,GEG,OM,HL,IN,47," A. Lundmann, Gymnasiallehrer. 
"
70,1879,GEG,OM,HL,IN,48," Dr. E. Mattiesen. 
"
