,YEAR,SOCIETY,1L_MS,2L_MS,3L_MS,NO_MS,LINE
1,1901,GEG,HM,HL,,l," Mag. Nif. Anderson, Professor in Kasan (1892). 
"
2,1901,GEG,HM,HL,,2," F. R. Aspelin, Staats-Archäolog in Hel-singfors (1887). 
"
3,1901,GEG,HM,HL,,3," Dr. A. Bielenstein, Pastor in Doblen (1887). 
"
4,1901,GEG,HM,HL,,4," Baron Hermann v. Bruiningk in Riga (1887). 
"
5,1901,GEG,HM,HL,,5," Woldemar Graf von dem Broel-Pla-t er auf Dombrowitza in Wolhynien (1876). 
"
6,1901,GEG,HM,HL,,6," Dr. Richard Hausmann, Prof. emer. (1871, resp. 1896). 
"
7,1901,GEG,HM,HL,,7," Dr. Jakob Hurt, Pastor in Petersburg (1887). 
"
8,1901,GEG,HM,HL,,8," Dr. Georg Alexander, Herzog zu M e ck -lenburg-Strelitz, in St. Petersburg (1888). 
"
9,1901,GEG,HM,HL,,9," Dr. Friedrich Baron Meyend orff, Liv-ländischer Landmarschall (1887). 
"
10,1901,GEG,HM,HL,,10," Rudolph Rais on, Pastor emer. in Lassen, Kurland (1887). 
"
11,1901,GEG,HM,HL,,n," I. Sabjelin, Director des Moskauer Museums (1887). 
"
12,1901,GEG,HM,HL,,12," Andrei Alexandrowitsch Ssaburow, Staats-secretär und Senateur, Mitglied des Reichs-raths, in St. Petersburg (1876). 
"
13,1901,GEG,HM,HL,,13," Iwan Graf Tolstoi in St. Petersburg (1882). 
"
14,1901,GEG,HM,HL,,14," Gräfin Prasskowja Uwarow, Präsidentin der Moskauer Archäologischen Gesellschaft (1887). 
"
15,1901,GEG,HM,AB,,15," Dr. Adalbert Bezzenberger, Prof. in Königsberg (1894). 
"
16,1901,GEG,HM,AB,,16," Hermann Dannenberg, Landaerichtsrath in Berlin (1887). 
"
17,1901,GEG,HM,AB,,17," Dr. Georg L oeschcke, Prof. in Bonn (1889). 
"
18,1901,GEG,HM,AB,,18," Dr. Leo Meyer, Prof. honor. in Göttingen (1866 resp. 1894). 
"
19,1901,GEG,HM,AB,,19," Dr. Carl Schirren, Prof. in Kiel (1869). 
"
20,1901,GEG,HM,AB,,20," Dr. Leopold v. Schroeder, Prof. in Wicn (1894). 
"
21,1901,GEG,HM,AB,,21," Dr. Ludwig Site da, Prof. in Königsberg (1885). 
"
22,1901,GEG,HM,AB,,22," Dr. Wilhelm Thomsen, Prof. in Kopen-Hagen (1887). 
"
23,1901,GEG,HM,AB,,23," Dr. Rudolf Virchow, Prof. in Berlin (1878 resp. 1901). 
"
24,1901,GEG,CM,HL,,1," Friedrich Amelung, Fabrikbesitzer in Katharina-Lisette (1887). 
"
25,1901,GEG,CM,HL,,2," Dr. Hjalrnar Appelgren, Confervator des Archäologischen Museums in Helsingfors (1901). 
"
26,1901,GEG,CM,HL,,3," Dr. Eduard Berenbts, Pros, in St. Pe-tersburg (1899). 
"
27,1901,GEG,CM,HL,,4," Anton v. Mierzynski, Wirkl. Staatsrath in Warschau (1876). 
"
28,1901,GEG,CM,HL,,5," G .  v. B l a n c k e n h a g e n  a u f  W e i ß e n s t e i n  bei Wenden (1889). 
"
29,1901,GEG,CM,HL,,6," Frau v. Blanckenhagen, geb. Baronesse Maydell, zu Allasch (1889). 
"
30,1901,GEG,CM,HL,,7," Dr. med. Max Buch in Wilmanstrand (1882). 
"
31,1901,GEG,CM,HL,,8," Oberlehrer H. Diederichs in Mitau (1901). 
"
32,1901,GEG,CM,HL,,9," E. Dolbeschew, Oberlehrer in Wladikaw-kas (1885). 
"
33,1901,GEG,CM,HL,,10," Dr. O. Donner, Prof. in Helsingfors (1865). 
"
34,1901,GEG,CM,HL,,11," Dr. Wladislaw Dybowsky in Minsk (1879). 
"
35,1901,GEG,CM,HL,,12," Heinrich Gernhardt zu Neu-Camby (1886). 
"
36,1901,GEG,CM,HL,,13," Konrad v. Gersdorff auf Hochrosen (1889). 
"
37,1901,GEG,CM,HL,,14," Christian Giel, Numismatiker in St. Pe­tersburg (1886). 
"
